month,sku,net_sales,gross_sales,orders,net_items_sold
2025-07,UNKNOWN,43.8,43.8,1,2
2025-08,UNKNOWN,50.7,50.7,1,3
2025-09,UNKNOWN,3566.37,4000.56,122,209
2025-09,VV-VITA-223,2039.49,2354.96,60,103
2025-09,VV-VITA-197,1156.5,1467.75,3,61
2025-09,VV-VITA-243,1116.81,1330.72,29,59
2025-09,VV-VITA-320,1067.38,1206.99,38,50
2025-09,VV-VITA-231,923.35,970.48,20,37
2025-09,VV-VITA-228,835.4,905.45,35,41
2025-09,VV-VITA-355,782.86,801.31,19,35
2025-09,VV-VITA-172,768.97,1017.72,2,51
2025-09,VV-VITA-127,740.75,872.48,17,36
2025-09,VV-VITA-224,692.99,789.23,24,39
2025-09,VV-VITA-142,643.27,713.2,17,30
2025-09,VV-VITA-329,633.55,694.84,25,36
2025-09,VV-VITA-159,633.15,711.9,14,29
2025-09,VV-VITA-311,628.06,671.4,21,35
2025-09,TU-QNYD-JRRX,614.25,945,1,50
2025-09,BJ-E223-8EKW,578.2,615.69,17,23
2025-09,VV-VITA-364,546.88,555.57,18,26
2025-09,VV-VITA-310,521.31,580.15,13,25
2025-09,VV-VITA-50,500.37,621.81,13,32
2025-09,VV-VITA-247,486.78,552.44,9,27
2025-09,VV-VITA-146,484.73,564.94,11,30
2025-09,VV-VITA-259,469.21,533.49,12,21
2025-09,VV-VITA-198,462.87,560.99,11,29
2025-09,VV-VITA-287,455.38,490.47,16,24
2025-09,VV-VITA-122,434.68,465.53,16,22
2025-09,VV-VITA-124,420.51,437.38,12,18
2025-09,VV-VITA-158,409.88,432.21,12,15
2025-09,VV-VITA-276,403.08,443.08,11,18
2025-09,VV-VITA-93,360.63,377.53,11,22
2025-09,VV-VITA-31,351.5,394.2,9,18
2025-09,VV-VITA-354,342.47,354.08,8,16
2025-09,VV-VITA-203,340.68,362.21,14,19
2025-09,VV-VITA-249,338.19,406.3,4,17
2025-09,VV-VITA-86,337.04,341.95,10,16
2025-09,VV-VITA-237,331.91,384.21,11,20
2025-09,VV-VITA-222,326.74,333.91,14,14
2025-09,VV-VITA-165,326.63,332.08,9,12
2025-09,VV-VITA-352,322.09,339.67,12,15
2025-09,VV-VITA-225,320.08,333.66,10,16
2025-09,VV-VITA-173,305.19,317.92,12,17
2025-09,VV-VITA-151,304.3,353.77,9,15
2025-09,VV-VITA-208,293.53,398,4,20
2025-09,VV-VITA-367,287.84,311.4,14,17
2025-09,VV-VITA-256,284.66,284.66,10,13
2025-09,VV-VITA-361,283.74,304.09,13,17
2025-09,VV-VITA-57-V,281.25,326.61,5,9
2025-09,VV-VITA-381,276.7,284.15,13,18
2025-09,VV-VITA-301,271.29,297.6,13,16
2025-09,VV-VITA-49,256.95,322.84,12,17
2025-09,VV-VITA-94,251.06,269.43,8,10
2025-09,VV-VITA-171,245.36,275.98,8,10
2025-09,VV-VITA-155,243.66,249.93,8,12
2025-09,VV-VITA-63,243.23,258.45,9,12
2025-09,VV-VITA-116,243.21,287.08,10,16
2025-09,VV-VITA-46,229.19,261.39,7,13
2025-09,VV-VITA-257,211.89,211.89,5,8
2025-09,VV-VITA-38,204.88,209.25,12,13
2025-09,VV-VITA-248,197.73,249.32,10,9
2025-09,VV-VITA-121,191.51,205.51,8,10
2025-09,VV-VITA-313,184.56,184.56,7,9
2025-09,VV-VITA-338,183.87,193.82,9,10
2025-09,VV-VITA-363,183.65,190.98,9,12
2025-09,VV-VITA-202,175.03,175.03,5,10
2025-09,VV-VITA-298,174.36,230.46,5,10
2025-09,VV-VITA-308,171.97,193.33,8,8
2025-09,VV-VITA-186,167.71,172.89,5,7
2025-09,VV-VITA-230,164.97,174.86,6,7
2025-09,VV-VITA-88,164.26,169.04,5,7
2025-09,VV-VITA-358,163.38,182.28,6,9
2025-09,VV-VITA-387,159.33,170.56,4,6
2025-09,VV-VITA-206,152.61,167.68,6,9
2025-09,VV-VITA-317,152.42,154.45,6,8
2025-09,VV-VITA-345,151.8,156.38,6,7
2025-09,VV-VITA-106,150.64,206.8,5,9
2025-09,VV-ALO-06,142.34,165.43,7,8
2025-09,VV-VITA-376,137.77,144.41,7,9
2025-09,NX-CVPF-VCEZ,136.77,146.17,5,7
2025-09,VV-VITA-258,133.78,171.57,5,9
2025-09,CW-KVIN-V39Y,129.68,136.99,4,6
2025-09,VV-VITA-109,128.01,131.59,6,7
2025-09,VV-VITA-379,126.63,139.16,6,8
2025-09,VV-VITA-326,126.02,128.19,6,6
2025-09,VV-VITA-314,122.7,127.78,8,8
2025-09,VV-VITA-351,121.15,121.15,4,6
2025-09,VV-VITA-356,118.28,120.07,5,7
2025-09,VV-VITA-101,116.97,122.15,5,5
2025-09,VV-VITA-304,114.2,121.65,8,8
2025-09,VV-VITA-57-V2,112.88,117.79,4,5
2025-09,VV-VITA-359,112.72,134.55,3,7
2025-09,VI-ZU99-SZ0B,107.83,123.94,6,7
2025-09,VV-VITA-295,105.82,118.9,4,5
2025-09,VV-VITA-336,104.48,139.3,2,7
2025-09,VV-VITA-168,104.03,106.29,4,5
2025-09,VV-VITA-368,101.98,112.31,6,6
2025-09,VV-VITA-277,90.99,126.46,4,8
2025-09,VV-VITA-369,87.51,87.51,2,5
2025-09,VV-VITA-215,86.94,113.4,2,6
2025-09,VV-VITA-377,85.97,88.95,6,6
2025-09,VV-VITA-119,83.68,94.27,4,5
2025-09,VV-VITA-371,82.2,96.22,5,6
2025-09,VV-VITA-342,80.9,80.9,3,4
2025-09,CP-DQMG-RVN9,79.12,85.69,2,4
2025-09,VV-VITA-357,77.49,94.5,4,5
2025-09,VV-VITA-264,75.11,77.7,3,3
2025-09,VV-VITA-107,72.72,72.72,2,4
2025-09,VV-VITA-190,71.64,79.6,3,4
2025-09,VV-VITA-183,70.31,72.86,3,3
2025-09,VV-VITA-262,70.2,81.31,3,4
2025-09,VV-VITA-388,69.15,105.94,9,6
2025-09,VV-VITA-90,67.88,82.51,3,4
2025-09,VV-VITA-284,67.09,67.09,3,3
2025-09,VV-VITA-170,61.43,94.5,1,5
2025-09,VV-VITA-343,60.7,60.7,2,3
2025-09,VV-VITA-341,60.48,63.51,4,4
2025-09,VV-VITA-111,57.98,57.98,3,3
2025-09,VV-VITA-297,56.41,56.41,2,3
2025-09,VV-VITA-39,54.52,54.52,1,3
2025-09,VV-VITA-316,53.78,53.78,3,3
2025-09,VV-VITA-189,52.56,65.7,1,3
2025-09,VV-VITA-382,49.14,52.92,3,3
2025-09,VV-VITA-250,47.99,51.57,3,3
2025-09,VV-VITA-378,41.9,41.9,3,3
2025-09,VV-VITA-319,39.82,39.82,1,2
2025-09,VV-VITA-366,39.38,43.89,3,3
2025-09,VV-VITA-204,35.83,35.83,1,2
2025-09,VV-VITA-102,35.09,37.08,2,2
2025-09,VV-VITA-375,32.77,34.19,2,2
2025-09,VV-VITA-303,31.77,33.44,2,2
2025-09,VV-VITA-365,30.96,30.96,2,2
2025-09,VV-VITA-346,30.89,30.89,1,2
2025-09,VV-VITA-383,30.43,35.8,2,2
2025-09,VV-VITA-136,27.87,39.8,2,2
2025-09,VV-VITA-380,26.41,27.8,2,2
2025-09,VV-VITA-216,20.9,20.9,1,1
2025-09,VV-VITA-337,20.82,20.82,1,1
2025-09,VV-VITA-386,16.43,21.9,1,1
2025-09,VV-VITA-166,12.94,19.9,1,1
2025-10,VV-VITA-197,5914.26,7871.02,15,317
2025-10,UNKNOWN,4052.38,4809.39,150,252
2025-10,VV-VITA-106,3830.45,5009.53,14,219
2025-10,VV-VITA-223,2994.81,3447.76,103,148
2025-10,VV-VITA-320,2758.5,3061.51,83,126
2025-10,VV-VITA-243,2735.5,3345.83,74,151
2025-10,VV-VITA-228,2225.2,2562.44,74,114
2025-10,TU-QNYD-JRRX,1931.11,2997.18,11,159
2025-10,VV-VITA-364,1666.68,1777.78,46,80
2025-10,VV-VITA-231,1564.48,1766.23,42,61
2025-10,VV-VITA-127,1436.61,1587.29,30,66
2025-10,VV-VITA-159,1250.59,1591.66,28,63
2025-10,VV-VITA-308,1239.89,1539.14,21,61
2025-10,VV-VITA-158,1166.64,1325.51,28,45
2025-10,VV-VITA-329,1120.83,1284.94,46,67
2025-10,VV-VITA-94,1082.18,1223.53,32,48
2025-10,VV-VITA-224,1066.23,1173.05,34,58
2025-10,VV-VITA-342,953.89,1102.38,29,52
2025-10,VV-VITA-142,889.5,1043.13,19,44
2025-10,VV-VITA-287,888.57,981.76,33,49
2025-10,VV-VITA-124,886.16,1009.78,22,43
2025-10,VV-VITA-203,872.19,985.68,29,50
2025-10,BJ-E223-8EKW,864.75,980.19,28,35
2025-10,VV-VITA-276,833.39,1013.37,22,41
2025-10,VV-VITA-225,810.59,841.9,27,39
2025-10,VV-VITA-354,801.6,1055.8,21,48
2025-10,VV-VITA-50,779.38,948.67,23,47
2025-10,VV-VITA-171,772.23,836.88,20,31
2025-10,VV-VITA-311,751.55,793.77,33,41
2025-10,VV-VITA-259,742.69,810.26,15,32
2025-10,VV-VITA-222,729.85,840.75,23,36
2025-10,VV-VITA-101,633.67,725.26,22,30
2025-10,VV-VITA-355,628.72,769.83,22,33
2025-10,VV-VITA-165,626.49,676.64,13,24
2025-10,VV-VITA-381,612.59,688.58,21,46
2025-10,VV-VITA-230,607.31,747.15,13,30
2025-10,VV-VITA-249,600.33,678.87,17,29
2025-10,VV-VITA-172,599.27,801.63,6,40
2025-10,VV-VITA-339,591.53,637.77,21,31
2025-10,VV-VITA-88,566.68,694.8,13,29
2025-10,VV-VITA-122,555.08,658.62,20,30
2025-10,VV-VITA-49,538.44,629.23,23,32
2025-10,VV-VITA-183,530.23,718.61,9,28
2025-10,VV-VITA-310,526.73,640.38,10,27
2025-10,VV-VITA-119,524.92,586.85,17,32
2025-10,VV-VITA-298,503.46,597.17,19,26
2025-10,VV-VITA-215,495.99,622.09,15,33
2025-10,VV-VITA-317,487.13,600.79,10,31
2025-10,VV-VITA-57-V,470.29,527.62,9,14
2025-10,VV-VITA-153,466.96,518.19,19,26
2025-10,VV-VITA-313,466.56,549.51,15,28
2025-10,VV-VITA-31,458.81,515.53,12,24
2025-10,VV-VITA-38,448.22,480.96,25,32
2025-10,VV-VITA-379,448.03,489.74,17,27
2025-10,VV-VITA-151,435.86,463.53,15,19
2025-10,VV-VITA-173,434.29,545.76,12,28
2025-10,VV-VITA-155,431.79,514.33,16,24
2025-10,VV-VITA-338,426.64,447.39,17,25
2025-10,VV-VITA-367,422.4,497.47,21,27
2025-10,VV-VITA-237,412.14,523.58,14,25
2025-10,VV-VITA-146,408.12,472.3,17,25
2025-10,VV-VITA-371,407.22,519.13,9,32
2025-10,VV-VITA-383,406.07,538.07,10,30
2025-10,VV-VITA-247,383.8,526.07,18,22
2025-10,VV-VITA-93,378.14,510.32,12,30
2025-10,VV-VITA-301,369.58,416.45,16,22
2025-10,VI-ZU99-SZ0B,364.43,397.9,13,23
2025-10,VV-VITA-395,346.1,454.77,10,24
2025-10,VV-VITA-250,340.16,380.93,6,21
2025-10,VV-VITA-102,339.08,426.09,6,22
2025-10,VV-VITA-86,334.8,387.2,11,18
2025-10,VV-VITA-257,334.24,383.48,8,15
2025-10,VV-VITA-136,334.19,406.69,11,19
2025-10,NX-CVPF-VCEZ,333.94,386.89,12,18
2025-10,VV-VITA-356,332.94,332.94,14,19
2025-10,VV-VITA-388,331.97,339.68,26,30
2025-10,VV-VITA-363,330.34,400.17,10,24
2025-10,VV-VITA-341,328.77,354.3,19,22
2025-10,VV-VITA-361,326.45,367.26,17,20
2025-10,VV-VITA-116,321.45,342.59,11,19
2025-10,VV-VITA-252,310.55,388.8,9,17
2025-10,VV-VITA-111,302.85,370.44,10,18
2025-10,VV-VITA-304,287.95,326.52,17,20
2025-10,VV-VITA-345,271.56,280.89,8,12
2025-10,VV-VITA-121,271.14,337.32,11,14
2025-10,VV-VITA-166,257.34,289.89,9,14
2025-10,VV-VITA-46,251.93,315.49,6,15
2025-10,VV-VITA-258,251.1,269.45,3,14
2025-10,VV-VITA-57-V2,246.87,258.83,7,11
2025-10,VV-VITA-90,242.32,285.14,6,14
2025-10,VV-VITA-377,234.88,261.49,9,16
2025-10,VV-ALO-06,233.71,233.71,11,12
2025-10,VV-VITA-326,229.63,319.09,5,13
2025-10,VV-VITA-359,224.89,286.87,7,15
2025-10,VV-VITA-366,220.94,273.02,7,18
2025-10,VV-VITA-186,216.73,229.45,8,9
2025-10,VV-VITA-189,216.37,256.86,6,12
2025-10,VV-VITA-202,214.74,247.81,10,15
2025-10,VV-VITA-188,209.01,217.26,8,12
2025-10,VV-VITA-386,205.88,233.12,9,9
2025-10,VV-VITA-198,196.71,208.52,8,11
2025-10,VV-VITA-358,195.96,265.7,6,14
2025-10,VV-VITA-368,195.69,197.48,9,11
2025-10,VV-VITA-109,189.91,225.41,8,11
2025-10,VV-VITA-39,181.73,220.12,8,11
2025-10,CW-KVIN-V39Y,175.85,216.66,6,9
2025-10,VV-VITA-387,175.22,182.8,7,7
2025-10,VV-VITA-352,174.48,200.94,7,9
2025-10,CP-DQMG-RVN9,164.08,176.15,7,8
2025-10,VV-VITA-303,162.25,191.2,9,10
2025-10,VV-VITA-376,157.56,158.5,8,10
2025-10,VV-VITA-372,147.42,226.8,1,12
2025-10,VV-VITA-264,146.98,146.98,6,6
2025-10,VV-VITA-216,144.3,179.1,5,9
2025-10,VV-VITA-170,142.24,189.49,4,10
2025-10,VV-VITA-314,139.76,144.83,6,9
2025-10,VV-VITA-284,135.46,159,6,7
2025-10,VV-VITA-204,126.73,145.37,6,8
2025-10,VV-VITA-380,120.86,148.81,6,11
2025-10,VV-VITA-190,105.5,140.3,3,7
2025-10,VV-VITA-104,105.27,125.94,3,6
2025-10,VV-VITA-351,94.18,102.42,5,5
2025-10,VV-VITA-107,93.08,126.13,3,7
2025-10,VV-VITA-331,90.92,113.42,3,6
2025-10,VV-VITA-382,88.98,94.85,5,5
2025-10,VV-VITA-63,88.55,129.51,5,5
2025-10,VV-VITA-369,84.74,93.52,4,5
2025-10,VV-VITA-256,83.02,89.61,4,4
2025-10,VV-VITA-316,81.95,90.58,5,5
2025-10,VV-VITA-378,79.11,83.76,4,6
2025-10,VV-VITA-343,74.23,77.73,4,4
2025-10,VV-VITA-262,72.55,87.05,2,4
2025-10,VV-VITA-349,71.42,71.42,3,4
2025-10,VV-VITA-206,58.2,89.5,1,5
2025-10,VV-VITA-373,56.5,68.04,4,5
2025-10,VV-VITA-365,55.63,57.12,4,4
2025-10,VV-VITA-02,54.52,54.52,1,3
2025-10,VV-VITA-277,52.61,57.42,3,4
2025-10,VV-VITA-336,48.56,54.51,2,3
2025-10,VV-VITA-307,47.61,58.14,3,4
2025-10,VV-VITA-168,46.62,46.62,2,2
2025-10,VV-VITA-375,45.87,45.87,3,3
2025-10,VV-VITA-295,42.03,62.7,3,2
2025-10,VV-VITA-357,38.98,38.98,1,2
2025-10,VV-VITA-129,34.02,34.02,2,2
2025-10,VV-VITA-297,31.84,31.84,1,2
2025-10,VV-VITA-350,29.35,38.15,2,2
2025-10,VV-VITA-248,20.82,20.82,1,1
2025-10,VV-VITA-319,20.44,20.44,1,1
2025-10,VV-VITA-385,13.52,16.9,1,1
2025-11,VV-VITA-197,7640.78,10813.68,15,457
2025-11,UNKNOWN,6728.87,7803.85,278,443
2025-11,TU-QNYD-JRRX,4734.21,7034.45,29,390
2025-11,VV-VITA-223,3813.11,4333.67,126,185
2025-11,VV-VITA-243,3000.08,3421.57,102,170
2025-11,VV-VITA-320,2627.47,2889.25,98,126
2025-11,VV-VITA-342,1900.64,2140.78,65,100
2025-11,VV-VITA-364,1806.11,2064.26,57,94
2025-11,VV-VITA-228,1803.19,1956.38,70,87
2025-11,VV-VITA-231,1696.99,1851.26,50,69
2025-11,VV-VITA-94,1675.56,2048.07,38,81
2025-11,BJ-E223-8EKW,1386.03,1470.21,38,53
2025-11,VV-VITA-230,1356.3,1583.55,40,66
2025-11,VV-VITA-329,1297.91,1384.29,41,74
2025-11,VV-VITA-46,1273.48,1458.71,47,75
2025-11,VV-VITA-158,1148.81,1393.34,33,49
2025-11,VV-VITA-248,1146.97,1330.77,34,59
2025-11,VV-VITA-224,1132.69,1240.12,42,61
2025-11,VV-VITA-203,1068.44,1231.45,38,65
2025-11,VV-VITA-222,1065.3,1195.35,28,50
2025-11,VV-VITA-106,1047.4,1342.59,8,59
2025-11,VV-VITA-225,1024.81,1156.11,31,53
2025-11,VV-VITA-314,999.69,1073.83,48,66
2025-11,VV-VITA-171,986.45,1054.53,23,39
2025-11,VV-VITA-247,933.88,1097.32,25,56
2025-11,VV-VITA-287,911.38,1029.28,25,52
2025-11,VV-VITA-49,910.15,1036.17,39,54
2025-11,VV-VITA-352,891.29,967.17,29,41
2025-11,VV-VITA-355,878.71,980.07,28,41
2025-11,VV-VITA-155,870.89,1033.85,26,49
2025-11,VV-VITA-237,870.58,987.6,29,53
2025-11,VV-VITA-276,862.61,1002.39,22,41
2025-11,VV-VITA-124,850.8,899.61,26,40
2025-11,VV-VITA-301,822.59,882.12,39,46
2025-11,VV-VITA-159,817.42,934.31,25,39
2025-11,VV-VITA-151,806.86,936.62,33,41
2025-11,VV-VITA-153,795.51,926.92,43,47
2025-11,VV-VITA-101,793.12,871.42,25,39
2025-11,VV-VITA-86,774.44,828.58,25,40
2025-11,VV-VITA-173,763.91,884.04,31,47
2025-11,VV-VITA-354,751.05,853.79,25,38
2025-11,VV-VITA-311,749.5,834.42,24,47
2025-11,VV-VITA-338,739.58,790.9,31,42
2025-11,VV-VITA-122,738.42,842.03,33,42
2025-11,VV-VITA-172,711.68,929.04,8,48
2025-11,VV-VITA-372,699.17,804.18,20,44
2025-11,VV-VITA-127,695.85,765.99,21,34
2025-11,VV-VITA-259,670.92,750.7,21,30
2025-11,CW-KVIN-V39Y,656.7,754.89,18,32
2025-11,VV-VITA-183,648.59,706.28,21,28
2025-11,VV-VITA-341,643.3,675.92,31,44
2025-11,VV-VITA-142,642.69,743.25,11,32
2025-11,VV-VITA-93,630.15,781.94,11,46
2025-11,VV-VITA-57-V,612.2,713.02,10,19
2025-11,VV-VITA-165,601.73,651.42,15,23
2025-11,VV-VITA-284,590.55,662.65,13,29
2025-11,VV-VITA-361,577.51,634.3,29,36
2025-11,VV-VITA-249,563.85,638.04,21,28
2025-11,VV-VITA-395,561.16,612.16,32,33
2025-11,VV-VITA-356,525.23,557.93,23,33
2025-11,VV-VITA-313,521.49,568.72,23,30
2025-11,VV-VITA-215,478.46,546.49,13,29
2025-11,VV-VITA-57-V2,472.18,523.47,3,22
2025-11,VV-ALO-06,468.26,518.38,15,27
2025-11,NX-CVPF-VCEZ,466.66,482.46,13,24
2025-11,VV-VITA-90,465.08,481.09,17,25
2025-11,VV-VITA-298,462.99,558.84,17,25
2025-11,VV-VITA-38,454.01,498.15,27,30
2025-11,VV-VITA-256,445.9,474.81,12,22
2025-11,VV-VITA-50,442.46,554.15,17,28
2025-11,VV-VITA-368,441.95,484.51,16,27
2025-11,VV-VITA-31,439.63,456.05,14,21
2025-11,VV-VITA-39,437.07,498.17,13,24
2025-11,VV-VITA-367,424.53,449.03,23,24
2025-11,VV-VITA-198,421.65,488.5,17,26
2025-11,VV-VITA-308,408.49,532.89,14,21
2025-11,VV-VITA-358,406.78,432.65,19,34
2025-11,VV-VITA-121,397.39,439.86,17,21
2025-11,VV-VITA-316,395.8,489.88,10,25
2025-11,VV-VITA-258,384.09,432,12,24
2025-11,VV-VITA-326,370.95,400.05,12,17
2025-11,VV-VITA-359,366.18,385.75,10,20
2025-11,VV-VITA-146,364.38,405.44,17,21
2025-11,VV-VITA-376,364.33,411.61,14,26
2025-11,VV-VITA-310,355.52,388.18,11,17
2025-11,VV-VITA-389,348.94,395.41,10,17
2025-11,VV-VITA-119,344.76,350.35,12,21
2025-11,VV-VITA-206,330.36,387.84,11,23
2025-11,VV-VITA-344,329.65,352.76,8,16
2025-11,VV-VITA-109,326.6,346.63,13,19
2025-11,VV-VITA-170,318.52,397.89,12,22
2025-11,VV-VITA-199,317.92,394.12,9,21
2025-11,VV-VITA-386,314.6,366.06,9,17
2025-11,VV-VITA-264,313.17,401.32,6,15
2025-11,VV-VITA-204,298.05,406.61,6,22
2025-11,VI-ZU99-SZ0B,291.99,308.17,15,18
2025-11,VV-VITA-63,290.41,302.17,12,15
2025-11,VV-VITA-318,289.46,359.29,10,20
2025-11,VV-VITA-252,283.83,336.67,12,14
2025-11,VV-VITA-331,279.06,286.76,17,24
2025-11,VV-VITA-390,276.1,320.02,9,15
2025-11,VV-VITA-257,267.57,277.48,5,11
2025-11,VV-VITA-207,261.37,325.54,8,17
2025-11,VV-VITA-188,260.95,307.68,8,18
2025-11,VV-VITA-391,248.05,289.06,8,14
2025-11,VV-VITA-377,247.45,281.49,15,19
2025-11,VV-VITA-379,242.34,316.25,12,15
2025-11,VV-VITA-339,238.51,253.9,12,13
2025-11,VV-VITA-371,235.7,276.41,8,14
2025-11,VV-VITA-387,229.17,280.48,8,10
2025-11,VV-VITA-317,222.64,236.11,7,12
2025-11,VV-VITA-286,218.58,264.63,6,13
2025-11,VV-VITA-304,214.81,261.02,11,17
2025-11,VV-VITA-351,203.49,224.5,7,10
2025-11,VV-VITA-385,191.97,207.39,5,11
2025-11,VV-VITA-277,188.52,196.76,13,16
2025-11,VV-VITA-166,183.59,194.04,6,11
2025-11,VV-VITA-116,182.12,217.71,12,13
2025-11,VV-VITA-186,174.83,200.16,7,8
2025-11,VV-VITA-297,171.01,244.53,6,10
2025-11,VV-VITA-319,169.87,210.74,5,11
2025-11,VV-VITA-336,165.93,177.87,6,9
2025-11,VV-VITA-250,160.94,164.37,8,10
2025-11,VV-VITA-136,156.99,181.19,8,8
2025-11,VV-VITA-378,156.64,163.09,4,12
2025-11,VV-VITA-295,155.29,175.03,6,8
2025-11,VV-VITA-382,152.99,166.8,8,9
2025-11,VV-VITA-190,152.1,155.26,3,9
2025-11,CP-DQMG-RVN9,150.75,174.64,5,8
2025-11,VV-VITA-349,146.61,153.37,4,9
2025-11,VV-VITA-363,141.43,198.72,8,12
2025-11,VV-VITA-262,138.92,147.5,5,7
2025-11,VV-VITA-357,137.38,140.26,9,15
2025-11,VV-VITA-105,127.06,132.7,7,7
2025-11,VV-VITA-189,124.05,128.11,6,6
2025-11,VV-VITA-375,112.73,135.17,7,8
2025-11,VV-VITA-346,108.72,114.44,6,8
2025-11,VV-VITA-168,87.37,94.41,4,4
2025-11,VV-VITA-369,80.54,82.13,5,5
2025-11,VV-VITA-111,78.36,103.59,4,5
2025-11,VV-VITA-345,77.56,79.7,3,4
2025-11,VV-VITA-343,76.82,80.26,6,7
2025-11,VV-VITA-383,76.22,83.58,5,5
2025-11,VV-VITA-362,76.02,102.78,3,5
2025-11,VV-VITA-307,75,84.18,3,6
2025-11,VV-VITA-373,62.01,65.47,6,7
2025-11,VV-VITA-157,58.89,67.73,4,5
2025-11,VV-VITA-365,54.62,75.59,3,5
2025-11,VV-VITA-388,48.39,51.75,5,5
2025-11,VV-VITA-380,42.89,46.33,3,3
2025-11,VV-VITA-394,38.36,42.62,2,2
2025-11,VV-VITA-303,32.65,34.52,2,2
2025-11,VV-VITA-393,22.45,43.35,2,1
2025-11,VV-VITA-403,18.96,19.9,1,1
2025-11,VV-VITA-104,17.18,17.18,1,1
2025-11,VV-VITA-107,17.18,17.18,1,1
2025-11,VV-VITA-102,16.45,16.45,1,1
2025-12,UNKNOWN,5675.32,6653.03,214,361
2025-12,VV-VITA-197,5237.67,7617.98,10,306
2025-12,VV-VITA-364,2412.43,2672.9,76,123
2025-12,VV-VITA-320,2360.21,2522.61,86,113
2025-12,VV-VITA-106,2146.24,2752.74,13,121
2025-12,TU-QNYD-JRRX,2029.18,2966.88,16,158
2025-12,VV-VITA-127,1620.01,1718.17,35,72
2025-12,VV-VITA-342,1511.96,1722.11,52,81
2025-12,VV-VITA-223,1471.4,1604.21,49,68
2025-12,VV-VITA-329,1378.82,1431.77,50,76
2025-12,VV-VITA-203,1316.58,1421.38,55,75
2025-12,VV-VITA-208,1176.62,1276.17,21,65
2025-12,VV-VITA-153,1143.62,1444.39,45,68
2025-12,VV-VITA-159,1092.52,1276.18,28,51
2025-12,VV-VITA-355,1068.38,1153.16,32,49
2025-12,VV-VITA-311,1040.64,1114.94,44,59
2025-12,VV-VITA-173,1026,1223.17,24,63
2025-12,VV-VITA-94,1006.35,1219.02,28,47
2025-12,VV-VITA-352,964.82,1048.67,31,45
2025-12,VV-VITA-314,954.97,1047.75,49,64
2025-12,VV-VITA-248,951.86,1025.29,31,47
2025-12,VV-VITA-344,898.5,973.31,36,38
2025-12,VV-VITA-225,894.92,966.59,21,45
2025-12,VV-VITA-158,885.25,989.15,25,34
2025-12,VV-VITA-155,860.79,987,25,46
2025-12,VV-VITA-298,827.73,1074.03,22,46
2025-12,VV-VITA-171,824.68,916.3,16,33
2025-12,VV-VITA-50,795.11,1005.89,19,49
2025-12,VV-VITA-276,793.74,880.29,19,36
2025-12,BJ-E223-8EKW,791.41,945.63,22,37
2025-12,VV-VITA-38,789.46,840.65,34,49
2025-12,VV-VITA-142,776.87,992.09,17,40
2025-12,VV-VITA-151,763.82,824.95,28,35
2025-12,VV-VITA-124,745.22,824.49,21,34
2025-12,VV-VITA-372,727.25,744.29,28,41
2025-12,VV-VITA-354,712.57,805.86,22,37
2025-12,VV-VITA-165,698.88,885.98,9,31
2025-12,VV-VITA-341,663.35,743.64,23,47
2025-12,VV-VITA-49,661.35,729.04,32,37
2025-12,VV-VITA-230,652.37,717.37,26,30
2025-12,VV-VITA-247,634.59,703.29,16,34
2025-12,VV-VITA-183,629.28,687.12,16,27
2025-12,VV-VITA-31,622.72,638.05,10,30
2025-12,VV-VITA-207,620.9,655.46,15,33
2025-12,VV-VITA-361,618.1,659.48,29,39
2025-12,VV-VITA-224,609.71,655.64,23,33
2025-12,VV-VITA-57-V,608.64,673.61,12,18
2025-12,VV-VITA-256,605.15,697.89,19,30
2025-12,VV-VITA-395,596.72,628.05,31,33
2025-12,VV-VITA-199,585.19,605.2,18,31
2025-12,VV-VITA-367,578.92,604.53,25,33
2025-12,VV-VITA-39,578.17,712.13,9,33
2025-12,VV-VITA-264,564.41,660.35,9,27
2025-12,VV-VITA-243,557.66,585.27,24,31
2025-12,VV-VITA-313,546.36,591.23,18,31
2025-12,VV-VITA-308,526.74,563.61,12,23
2025-12,VV-VITA-339,510.11,535.44,21,27
2025-12,VV-VITA-101,501.1,528.41,18,22
2025-12,VV-VITA-146,499.57,569.64,15,30
2025-12,VV-VITA-237,490.76,520.83,21,27
2025-12,CW-KVIN-V39Y,488.57,572.68,13,25
2025-12,VV-VITA-301,483.24,495.67,24,26
2025-12,VV-VITA-287,471.3,491.01,18,25
2025-12,VV-VITA-157,466.06,470.52,6,32
2025-12,VV-VITA-317,460.06,562.17,14,28
2025-12,VV-VITA-107,459.43,697.57,2,37
2025-12,VV-VITA-389,451.38,475.14,14,20
2025-12,VV-VITA-277,448.89,617.14,10,47
2025-12,VV-VITA-111,446.79,508.88,10,25
2025-12,VV-VITA-259,445.25,481.31,14,20
2025-12,VV-VITA-63,443.52,498.16,13,24
2025-12,VV-VITA-338,440.57,456.62,18,24
2025-12,VV-VITA-170,431.45,586.7,11,31
2025-12,VV-VITA-377,425.34,425.34,21,28
2025-12,VV-VITA-116,421.29,468.07,16,25
2025-12,VV-VITA-368,417.15,443.99,13,25
2025-12,VV-VITA-122,409.69,496.59,16,23
2025-12,VV-VITA-215,409.27,444.32,10,23
2025-12,VV-ALO-06,406.99,419.14,16,22
2025-12,VV-VITA-121,391.33,436.56,18,21
2025-12,VV-VITA-46,385.11,448.29,12,23
